"as_of","target","target_end_date","location","horizon","output_type","output_type_id","oracle_value"
2025-05-24,"wk inc flu hosp",2025-03-08,"47",1,"quantile",NA,477
2025-05-24,"wk inc flu hosp",2025-03-08,"47",2,"quantile",NA,477
2025-05-24,"wk inc flu hosp",2025-03-08,"47",3,"quantile",NA,477
2025-05-24,"wk inc flu hosp",2025-03-08,"48",0,"quantile",NA,1208
2025-05-24,"wk inc flu hosp",2025-03-08,"48",1,"quantile",NA,1208
2025-05-24,"wk inc flu hosp",2025-03-08,"48",2,"quantile",NA,1208
2025-05-24,"wk inc flu hosp",2025-03-08,"48",3,"quantile",NA,1208
2025-05-24,"wk inc flu hosp",2025-03-08,"49",0,"quantile",NA,121
2025-05-24,"wk inc flu hosp",2025-03-08,"49",1,"quantile",NA,121
2025-05-24,"wk inc flu hosp",2025-03-08,"49",2,"quantile",NA,121
2025-05-24,"wk inc flu hosp",2025-03-08,"49",3,"quantile",NA,121
2025-05-24,"wk inc flu hosp",2025-03-08,"50",0,"quantile",NA,43
2025-05-24,"wk inc flu hosp",2025-03-08,"50",1,"quantile",NA,43
2025-05-24,"wk inc flu hosp",2025-03-08,"50",2,"quantile",NA,43
2025-05-24,"wk inc flu hosp",2025-03-08,"50",3,"quantile",NA,43
2025-05-24,"wk inc flu hosp",2025-03-08,"51",0,"quantile",NA,556
2025-05-24,"wk inc flu hosp",2025-03-08,"51",1,"quantile",NA,556
2025-05-24,"wk inc flu hosp",2025-03-08,"51",2,"quantile",NA,556
2025-05-24,"wk inc flu hosp",2025-03-08,"51",3,"quantile",NA,556
2025-05-24,"wk inc flu hosp",2025-03-08,"53",0,"quantile",NA,179
2025-05-24,"wk inc flu hosp",2025-03-08,"53",1,"quantile",NA,179
2025-05-24,"wk inc flu hosp",2025-03-08,"53",2,"quantile",NA,179
2025-05-24,"wk inc flu hosp",2025-03-08,"53",3,"quantile",NA,179
2025-05-24,"wk inc flu hosp",2025-03-08,"54",0,"quantile",NA,456
2025-05-24,"wk inc flu hosp",2025-03-08,"54",1,"quantile",NA,456
2025-05-24,"wk inc flu hosp",2025-03-08,"54",2,"quantile",NA,456
2025-05-24,"wk inc flu hosp",2025-03-08,"54",3,"quantile",NA,456
2025-05-24,"wk inc flu hosp",2025-03-08,"55",0,"quantile",NA,501
2025-05-24,"wk inc flu hosp",2025-03-08,"55",1,"quantile",NA,501
2025-05-24,"wk inc flu hosp",2025-03-08,"55",2,"quantile",NA,501
2025-05-24,"wk inc flu hosp",2025-03-08,"55",3,"quantile",NA,501
2025-05-24,"wk inc flu hosp",2025-03-08,"56",0,"quantile",NA,39
2025-05-24,"wk inc flu hosp",2025-03-08,"56",1,"quantile",NA,39
2025-05-24,"wk inc flu hosp",2025-03-08,"56",2,"quantile",NA,39
2025-05-24,"wk inc flu hosp",2025-03-08,"56",3,"quantile",NA,39
2025-05-24,"wk inc flu hosp",2025-03-08,"72",0,"quantile",NA,283
2025-05-24,"wk inc flu hosp",2025-03-08,"72",1,"quantile",NA,283
2025-05-24,"wk inc flu hosp",2025-03-08,"72",2,"quantile",NA,283
2025-05-24,"wk inc flu hosp",2025-03-08,"72",3,"quantile",NA,283
2025-05-24,"wk inc flu hosp",2025-03-08,"US",0,"quantile",NA,23970
2025-05-24,"wk inc flu hosp",2025-03-08,"US",1,"quantile",NA,23970
2025-05-24,"wk inc flu hosp",2025-03-08,"US",2,"quantile",NA,23970
2025-05-24,"wk inc flu hosp",2025-03-08,"US",3,"quantile",NA,23970
2025-05-24,"wk inc flu hosp",2025-03-15,"01",0,"quantile",NA,273
2025-05-24,"wk inc flu hosp",2025-03-15,"01",1,"quantile",NA,273
2025-05-24,"wk inc flu hosp",2025-03-15,"01",2,"quantile",NA,273
2025-05-24,"wk inc flu hosp",2025-03-15,"01",3,"quantile",NA,273
2025-05-24,"wk inc flu hosp",2025-03-15,"02",0,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"02",1,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"02",2,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"02",3,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"04",0,"quantile",NA,359
2025-05-24,"wk inc flu hosp",2025-03-15,"04",1,"quantile",NA,359
2025-05-24,"wk inc flu hosp",2025-03-15,"04",2,"quantile",NA,359
2025-05-24,"wk inc flu hosp",2025-03-15,"04",3,"quantile",NA,359
2025-05-24,"wk inc flu hosp",2025-03-15,"05",0,"quantile",NA,229
2025-05-24,"wk inc flu hosp",2025-03-15,"05",1,"quantile",NA,229
2025-05-24,"wk inc flu hosp",2025-03-15,"05",2,"quantile",NA,229
2025-05-24,"wk inc flu hosp",2025-03-15,"05",3,"quantile",NA,229
2025-05-24,"wk inc flu hosp",2025-03-15,"06",0,"quantile",NA,969
2025-05-24,"wk inc flu hosp",2025-03-15,"06",1,"quantile",NA,969
2025-05-24,"wk inc flu hosp",2025-03-15,"06",2,"quantile",NA,969
2025-05-24,"wk inc flu hosp",2025-03-15,"06",3,"quantile",NA,969
2025-05-24,"wk inc flu hosp",2025-03-15,"08",0,"quantile",NA,215
2025-05-24,"wk inc flu hosp",2025-03-15,"08",1,"quantile",NA,215
2025-05-24,"wk inc flu hosp",2025-03-15,"08",2,"quantile",NA,215
2025-05-24,"wk inc flu hosp",2025-03-15,"08",3,"quantile",NA,215
2025-05-24,"wk inc flu hosp",2025-03-15,"09",0,"quantile",NA,147
2025-05-24,"wk inc flu hosp",2025-03-15,"09",1,"quantile",NA,147
2025-05-24,"wk inc flu hosp",2025-03-15,"09",2,"quantile",NA,147
2025-05-24,"wk inc flu hosp",2025-03-15,"09",3,"quantile",NA,147
2025-05-24,"wk inc flu hosp",2025-03-15,"10",0,"quantile",NA,45
2025-05-24,"wk inc flu hosp",2025-03-15,"10",1,"quantile",NA,45
2025-05-24,"wk inc flu hosp",2025-03-15,"10",2,"quantile",NA,45
2025-05-24,"wk inc flu hosp",2025-03-15,"10",3,"quantile",NA,45
2025-05-24,"wk inc flu hosp",2025-03-15,"11",0,"quantile",NA,81
2025-05-24,"wk inc flu hosp",2025-03-15,"11",1,"quantile",NA,81
2025-05-24,"wk inc flu hosp",2025-03-15,"11",2,"quantile",NA,81
2025-05-24,"wk inc flu hosp",2025-03-15,"11",3,"quantile",NA,81
2025-05-24,"wk inc flu hosp",2025-03-15,"12",0,"quantile",NA,1072
2025-05-24,"wk inc flu hosp",2025-03-15,"12",1,"quantile",NA,1072
2025-05-24,"wk inc flu hosp",2025-03-15,"12",2,"quantile",NA,1072
2025-05-24,"wk inc flu hosp",2025-03-15,"12",3,"quantile",NA,1072
2025-05-24,"wk inc flu hosp",2025-03-15,"13",0,"quantile",NA,365
2025-05-24,"wk inc flu hosp",2025-03-15,"13",1,"quantile",NA,365
2025-05-24,"wk inc flu hosp",2025-03-15,"13",2,"quantile",NA,365
2025-05-24,"wk inc flu hosp",2025-03-15,"13",3,"quantile",NA,365
2025-05-24,"wk inc flu hosp",2025-03-15,"15",0,"quantile",NA,56
2025-05-24,"wk inc flu hosp",2025-03-15,"15",1,"quantile",NA,56
2025-05-24,"wk inc flu hosp",2025-03-15,"15",2,"quantile",NA,56
2025-05-24,"wk inc flu hosp",2025-03-15,"15",3,"quantile",NA,56
2025-05-24,"wk inc flu hosp",2025-03-15,"16",0,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-15,"16",1,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-15,"16",2,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-15,"16",3,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-15,"17",0,"quantile",NA,696
2025-05-24,"wk inc flu hosp",2025-03-15,"17",1,"quantile",NA,696
2025-05-24,"wk inc flu hosp",2025-03-15,"17",2,"quantile",NA,696
2025-05-24,"wk inc flu hosp",2025-03-15,"17",3,"quantile",NA,696
2025-05-24,"wk inc flu hosp",2025-03-15,"18",0,"quantile",NA,580
2025-05-24,"wk inc flu hosp",2025-03-15,"18",1,"quantile",NA,580
2025-05-24,"wk inc flu hosp",2025-03-15,"18",2,"quantile",NA,580
2025-05-24,"wk inc flu hosp",2025-03-15,"18",3,"quantile",NA,580
2025-05-24,"wk inc flu hosp",2025-03-15,"19",0,"quantile",NA,187
2025-05-24,"wk inc flu hosp",2025-03-15,"19",1,"quantile",NA,187
2025-05-24,"wk inc flu hosp",2025-03-15,"19",2,"quantile",NA,187
2025-05-24,"wk inc flu hosp",2025-03-15,"19",3,"quantile",NA,187
2025-05-24,"wk inc flu hosp",2025-03-15,"20",0,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-15,"20",1,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-15,"20",2,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-15,"20",3,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-15,"21",0,"quantile",NA,493
2025-05-24,"wk inc flu hosp",2025-03-15,"21",1,"quantile",NA,493
2025-05-24,"wk inc flu hosp",2025-03-15,"21",2,"quantile",NA,493
2025-05-24,"wk inc flu hosp",2025-03-15,"21",3,"quantile",NA,493
2025-05-24,"wk inc flu hosp",2025-03-15,"22",0,"quantile",NA,342
2025-05-24,"wk inc flu hosp",2025-03-15,"22",1,"quantile",NA,342
2025-05-24,"wk inc flu hosp",2025-03-15,"22",2,"quantile",NA,342
2025-05-24,"wk inc flu hosp",2025-03-15,"22",3,"quantile",NA,342
2025-05-24,"wk inc flu hosp",2025-03-15,"23",0,"quantile",NA,115
2025-05-24,"wk inc flu hosp",2025-03-15,"23",1,"quantile",NA,115
2025-05-24,"wk inc flu hosp",2025-03-15,"23",2,"quantile",NA,115
2025-05-24,"wk inc flu hosp",2025-03-15,"23",3,"quantile",NA,115
2025-05-24,"wk inc flu hosp",2025-03-15,"24",0,"quantile",NA,291
2025-05-24,"wk inc flu hosp",2025-03-15,"24",1,"quantile",NA,291
2025-05-24,"wk inc flu hosp",2025-03-15,"24",2,"quantile",NA,291
2025-05-24,"wk inc flu hosp",2025-03-15,"24",3,"quantile",NA,291
2025-05-24,"wk inc flu hosp",2025-03-15,"25",0,"quantile",NA,416
2025-05-24,"wk inc flu hosp",2025-03-15,"25",1,"quantile",NA,416
2025-05-24,"wk inc flu hosp",2025-03-15,"25",2,"quantile",NA,416
2025-05-24,"wk inc flu hosp",2025-03-15,"25",3,"quantile",NA,416
2025-05-24,"wk inc flu hosp",2025-03-15,"26",0,"quantile",NA,715
2025-05-24,"wk inc flu hosp",2025-03-15,"26",1,"quantile",NA,715
2025-05-24,"wk inc flu hosp",2025-03-15,"26",2,"quantile",NA,715
2025-05-24,"wk inc flu hosp",2025-03-15,"26",3,"quantile",NA,715
2025-05-24,"wk inc flu hosp",2025-03-15,"27",0,"quantile",NA,158
2025-05-24,"wk inc flu hosp",2025-03-15,"27",1,"quantile",NA,158
2025-05-24,"wk inc flu hosp",2025-03-15,"27",2,"quantile",NA,158
2025-05-24,"wk inc flu hosp",2025-03-15,"27",3,"quantile",NA,158
2025-05-24,"wk inc flu hosp",2025-03-15,"28",0,"quantile",NA,190
2025-05-24,"wk inc flu hosp",2025-03-15,"28",1,"quantile",NA,190
2025-05-24,"wk inc flu hosp",2025-03-15,"28",2,"quantile",NA,190
2025-05-24,"wk inc flu hosp",2025-03-15,"28",3,"quantile",NA,190
2025-05-24,"wk inc flu hosp",2025-03-15,"29",0,"quantile",NA,440
2025-05-24,"wk inc flu hosp",2025-03-15,"29",1,"quantile",NA,440
2025-05-24,"wk inc flu hosp",2025-03-15,"29",2,"quantile",NA,440
2025-05-24,"wk inc flu hosp",2025-03-15,"29",3,"quantile",NA,440
2025-05-24,"wk inc flu hosp",2025-03-15,"30",0,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-15,"30",1,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-15,"30",2,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-15,"30",3,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-15,"31",0,"quantile",NA,80
2025-05-24,"wk inc flu hosp",2025-03-15,"31",1,"quantile",NA,80
2025-05-24,"wk inc flu hosp",2025-03-15,"31",2,"quantile",NA,80
2025-05-24,"wk inc flu hosp",2025-03-15,"31",3,"quantile",NA,80
2025-05-24,"wk inc flu hosp",2025-03-15,"32",0,"quantile",NA,88
2025-05-24,"wk inc flu hosp",2025-03-15,"32",1,"quantile",NA,88
2025-05-24,"wk inc flu hosp",2025-03-15,"32",2,"quantile",NA,88
2025-05-24,"wk inc flu hosp",2025-03-15,"32",3,"quantile",NA,88
2025-05-24,"wk inc flu hosp",2025-03-15,"33",0,"quantile",NA,79
2025-05-24,"wk inc flu hosp",2025-03-15,"33",1,"quantile",NA,79
2025-05-24,"wk inc flu hosp",2025-03-15,"33",2,"quantile",NA,79
2025-05-24,"wk inc flu hosp",2025-03-15,"33",3,"quantile",NA,79
2025-05-24,"wk inc flu hosp",2025-03-15,"34",0,"quantile",NA,465
2025-05-24,"wk inc flu hosp",2025-03-15,"34",1,"quantile",NA,465
2025-05-24,"wk inc flu hosp",2025-03-15,"34",2,"quantile",NA,465
2025-05-24,"wk inc flu hosp",2025-03-15,"34",3,"quantile",NA,465
2025-05-24,"wk inc flu hosp",2025-03-15,"35",0,"quantile",NA,141
2025-05-24,"wk inc flu hosp",2025-03-15,"35",1,"quantile",NA,141
2025-05-24,"wk inc flu hosp",2025-03-15,"35",2,"quantile",NA,141
2025-05-24,"wk inc flu hosp",2025-03-15,"35",3,"quantile",NA,141
2025-05-24,"wk inc flu hosp",2025-03-15,"36",0,"quantile",NA,1110
2025-05-24,"wk inc flu hosp",2025-03-15,"36",1,"quantile",NA,1110
2025-05-24,"wk inc flu hosp",2025-03-15,"36",2,"quantile",NA,1110
2025-05-24,"wk inc flu hosp",2025-03-15,"36",3,"quantile",NA,1110
2025-05-24,"wk inc flu hosp",2025-03-15,"37",0,"quantile",NA,665
2025-05-24,"wk inc flu hosp",2025-03-15,"37",1,"quantile",NA,665
2025-05-24,"wk inc flu hosp",2025-03-15,"37",2,"quantile",NA,665
2025-05-24,"wk inc flu hosp",2025-03-15,"37",3,"quantile",NA,665
2025-05-24,"wk inc flu hosp",2025-03-15,"38",0,"quantile",NA,36
2025-05-24,"wk inc flu hosp",2025-03-15,"38",1,"quantile",NA,36
2025-05-24,"wk inc flu hosp",2025-03-15,"38",2,"quantile",NA,36
2025-05-24,"wk inc flu hosp",2025-03-15,"38",3,"quantile",NA,36
2025-05-24,"wk inc flu hosp",2025-03-15,"39",0,"quantile",NA,1330
2025-05-24,"wk inc flu hosp",2025-03-15,"39",1,"quantile",NA,1330
2025-05-24,"wk inc flu hosp",2025-03-15,"39",2,"quantile",NA,1330
2025-05-24,"wk inc flu hosp",2025-03-15,"39",3,"quantile",NA,1330
2025-05-24,"wk inc flu hosp",2025-03-15,"40",0,"quantile",NA,143
2025-05-24,"wk inc flu hosp",2025-03-15,"40",1,"quantile",NA,143
2025-05-24,"wk inc flu hosp",2025-03-15,"40",2,"quantile",NA,143
2025-05-24,"wk inc flu hosp",2025-03-15,"40",3,"quantile",NA,143
2025-05-24,"wk inc flu hosp",2025-03-15,"41",0,"quantile",NA,184
2025-05-24,"wk inc flu hosp",2025-03-15,"41",1,"quantile",NA,184
2025-05-24,"wk inc flu hosp",2025-03-15,"41",2,"quantile",NA,184
2025-05-24,"wk inc flu hosp",2025-03-15,"41",3,"quantile",NA,184
2025-05-24,"wk inc flu hosp",2025-03-15,"42",0,"quantile",NA,1618
2025-05-24,"wk inc flu hosp",2025-03-15,"42",1,"quantile",NA,1618
2025-05-24,"wk inc flu hosp",2025-03-15,"42",2,"quantile",NA,1618
2025-05-24,"wk inc flu hosp",2025-03-15,"42",3,"quantile",NA,1618
2025-05-24,"wk inc flu hosp",2025-03-15,"44",0,"quantile",NA,68
2025-05-24,"wk inc flu hosp",2025-03-15,"44",1,"quantile",NA,68
2025-05-24,"wk inc flu hosp",2025-03-15,"44",2,"quantile",NA,68
2025-05-24,"wk inc flu hosp",2025-03-15,"44",3,"quantile",NA,68
2025-05-24,"wk inc flu hosp",2025-03-15,"45",0,"quantile",NA,269
2025-05-24,"wk inc flu hosp",2025-03-15,"45",1,"quantile",NA,269
2025-05-24,"wk inc flu hosp",2025-03-15,"45",2,"quantile",NA,269
2025-05-24,"wk inc flu hosp",2025-03-15,"45",3,"quantile",NA,269
2025-05-24,"wk inc flu hosp",2025-03-15,"46",0,"quantile",NA,26
2025-05-24,"wk inc flu hosp",2025-03-15,"46",1,"quantile",NA,26
2025-05-24,"wk inc flu hosp",2025-03-15,"46",2,"quantile",NA,26
2025-05-24,"wk inc flu hosp",2025-03-15,"46",3,"quantile",NA,26
2025-05-24,"wk inc flu hosp",2025-03-15,"47",0,"quantile",NA,461
2025-05-24,"wk inc flu hosp",2025-03-15,"47",1,"quantile",NA,461
2025-05-24,"wk inc flu hosp",2025-03-15,"47",2,"quantile",NA,461
2025-05-24,"wk inc flu hosp",2025-03-15,"47",3,"quantile",NA,461
2025-05-24,"wk inc flu hosp",2025-03-15,"48",0,"quantile",NA,905
2025-05-24,"wk inc flu hosp",2025-03-15,"48",1,"quantile",NA,905
2025-05-24,"wk inc flu hosp",2025-03-15,"48",2,"quantile",NA,905
2025-05-24,"wk inc flu hosp",2025-03-15,"48",3,"quantile",NA,905
2025-05-24,"wk inc flu hosp",2025-03-15,"49",0,"quantile",NA,102
2025-05-24,"wk inc flu hosp",2025-03-15,"49",1,"quantile",NA,102
2025-05-24,"wk inc flu hosp",2025-03-15,"49",2,"quantile",NA,102
2025-05-24,"wk inc flu hosp",2025-03-15,"49",3,"quantile",NA,102
2025-05-24,"wk inc flu hosp",2025-03-15,"50",0,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"50",1,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"50",2,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"50",3,"quantile",NA,32
2025-05-24,"wk inc flu hosp",2025-03-15,"51",0,"quantile",NA,514
2025-05-24,"wk inc flu hosp",2025-03-15,"51",1,"quantile",NA,514
2025-05-24,"wk inc flu hosp",2025-03-15,"51",2,"quantile",NA,514
2025-05-24,"wk inc flu hosp",2025-03-15,"51",3,"quantile",NA,514
2025-05-24,"wk inc flu hosp",2025-03-15,"53",0,"quantile",NA,137
2025-05-24,"wk inc flu hosp",2025-03-15,"53",1,"quantile",NA,137
2025-05-24,"wk inc flu hosp",2025-03-15,"53",2,"quantile",NA,137
2025-05-24,"wk inc flu hosp",2025-03-15,"53",3,"quantile",NA,137
2025-05-24,"wk inc flu hosp",2025-03-15,"54",0,"quantile",NA,347
2025-05-24,"wk inc flu hosp",2025-03-15,"54",1,"quantile",NA,347
2025-05-24,"wk inc flu hosp",2025-03-15,"54",2,"quantile",NA,347
2025-05-24,"wk inc flu hosp",2025-03-15,"54",3,"quantile",NA,347
2025-05-24,"wk inc flu hosp",2025-03-15,"55",0,"quantile",NA,326
2025-05-24,"wk inc flu hosp",2025-03-15,"55",1,"quantile",NA,326
2025-05-24,"wk inc flu hosp",2025-03-15,"55",2,"quantile",NA,326
2025-05-24,"wk inc flu hosp",2025-03-15,"55",3,"quantile",NA,326
2025-05-24,"wk inc flu hosp",2025-03-15,"56",0,"quantile",NA,44
2025-05-24,"wk inc flu hosp",2025-03-15,"56",1,"quantile",NA,44
2025-05-24,"wk inc flu hosp",2025-03-15,"56",2,"quantile",NA,44
2025-05-24,"wk inc flu hosp",2025-03-15,"56",3,"quantile",NA,44
2025-05-24,"wk inc flu hosp",2025-03-15,"72",0,"quantile",NA,346
2025-05-24,"wk inc flu hosp",2025-03-15,"72",1,"quantile",NA,346
2025-05-24,"wk inc flu hosp",2025-03-15,"72",2,"quantile",NA,346
2025-05-24,"wk inc flu hosp",2025-03-15,"72",3,"quantile",NA,346
2025-05-24,"wk inc flu hosp",2025-03-15,"US",0,"quantile",NA,18369
2025-05-24,"wk inc flu hosp",2025-03-15,"US",1,"quantile",NA,18369
2025-05-24,"wk inc flu hosp",2025-03-15,"US",2,"quantile",NA,18369
2025-05-24,"wk inc flu hosp",2025-03-15,"US",3,"quantile",NA,18369
2025-05-24,"wk inc flu hosp",2025-03-22,"01",0,"quantile",NA,193
2025-05-24,"wk inc flu hosp",2025-03-22,"01",1,"quantile",NA,193
2025-05-24,"wk inc flu hosp",2025-03-22,"01",2,"quantile",NA,193
2025-05-24,"wk inc flu hosp",2025-03-22,"01",3,"quantile",NA,193
2025-05-24,"wk inc flu hosp",2025-03-22,"02",0,"quantile",NA,23
2025-05-24,"wk inc flu hosp",2025-03-22,"02",1,"quantile",NA,23
2025-05-24,"wk inc flu hosp",2025-03-22,"02",2,"quantile",NA,23
2025-05-24,"wk inc flu hosp",2025-03-22,"02",3,"quantile",NA,23
2025-05-24,"wk inc flu hosp",2025-03-22,"04",0,"quantile",NA,307
2025-05-24,"wk inc flu hosp",2025-03-22,"04",1,"quantile",NA,307
2025-05-24,"wk inc flu hosp",2025-03-22,"04",2,"quantile",NA,307
2025-05-24,"wk inc flu hosp",2025-03-22,"04",3,"quantile",NA,307
2025-05-24,"wk inc flu hosp",2025-03-22,"05",0,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-22,"05",1,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-22,"05",2,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-22,"05",3,"quantile",NA,164
2025-05-24,"wk inc flu hosp",2025-03-22,"06",0,"quantile",NA,694
2025-05-24,"wk inc flu hosp",2025-03-22,"06",1,"quantile",NA,694
2025-05-24,"wk inc flu hosp",2025-03-22,"06",2,"quantile",NA,694
2025-05-24,"wk inc flu hosp",2025-03-22,"06",3,"quantile",NA,694
2025-05-24,"wk inc flu hosp",2025-03-22,"08",0,"quantile",NA,162
2025-05-24,"wk inc flu hosp",2025-03-22,"08",1,"quantile",NA,162
2025-05-24,"wk inc flu hosp",2025-03-22,"08",2,"quantile",NA,162
2025-05-24,"wk inc flu hosp",2025-03-22,"08",3,"quantile",NA,162
2025-05-24,"wk inc flu hosp",2025-03-22,"09",0,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-22,"09",1,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-22,"09",2,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-22,"09",3,"quantile",NA,118
2025-05-24,"wk inc flu hosp",2025-03-22,"10",0,"quantile",NA,33
2025-05-24,"wk inc flu hosp",2025-03-22,"10",1,"quantile",NA,33
2025-05-24,"wk inc flu hosp",2025-03-22,"10",2,"quantile",NA,33
2025-05-24,"wk inc flu hosp",2025-03-22,"10",3,"quantile",NA,33
2025-05-24,"wk inc flu hosp",2025-03-22,"11",0,"quantile",NA,64
2025-05-24,"wk inc flu hosp",2025-03-22,"11",1,"quantile",NA,64
2025-05-24,"wk inc flu hosp",2025-03-22,"11",2,"quantile",NA,64
2025-05-24,"wk inc flu hosp",2025-03-22,"11",3,"quantile",NA,64
2025-05-24,"wk inc flu hosp",2025-03-22,"12",0,"quantile",NA,920
2025-05-24,"wk inc flu hosp",2025-03-22,"12",1,"quantile",NA,920
2025-05-24,"wk inc flu hosp",2025-03-22,"12",2,"quantile",NA,920
2025-05-24,"wk inc flu hosp",2025-03-22,"12",3,"quantile",NA,920
2025-05-24,"wk inc flu hosp",2025-03-22,"13",0,"quantile",NA,235
2025-05-24,"wk inc flu hosp",2025-03-22,"13",1,"quantile",NA,235
2025-05-24,"wk inc flu hosp",2025-03-22,"13",2,"quantile",NA,235
2025-05-24,"wk inc flu hosp",2025-03-22,"13",3,"quantile",NA,235
2025-05-24,"wk inc flu hosp",2025-03-22,"15",0,"quantile",NA,42
2025-05-24,"wk inc flu hosp",2025-03-22,"15",1,"quantile",NA,42
2025-05-24,"wk inc flu hosp",2025-03-22,"15",2,"quantile",NA,42
2025-05-24,"wk inc flu hosp",2025-03-22,"15",3,"quantile",NA,42
2025-05-24,"wk inc flu hosp",2025-03-22,"16",0,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"16",1,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"16",2,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"16",3,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"17",0,"quantile",NA,507
2025-05-24,"wk inc flu hosp",2025-03-22,"17",1,"quantile",NA,507
2025-05-24,"wk inc flu hosp",2025-03-22,"17",2,"quantile",NA,507
2025-05-24,"wk inc flu hosp",2025-03-22,"17",3,"quantile",NA,507
2025-05-24,"wk inc flu hosp",2025-03-22,"18",0,"quantile",NA,392
2025-05-24,"wk inc flu hosp",2025-03-22,"18",1,"quantile",NA,392
2025-05-24,"wk inc flu hosp",2025-03-22,"18",2,"quantile",NA,392
2025-05-24,"wk inc flu hosp",2025-03-22,"18",3,"quantile",NA,392
2025-05-24,"wk inc flu hosp",2025-03-22,"19",0,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-22,"19",1,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-22,"19",2,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-22,"19",3,"quantile",NA,99
2025-05-24,"wk inc flu hosp",2025-03-22,"20",0,"quantile",NA,120
2025-05-24,"wk inc flu hosp",2025-03-22,"20",1,"quantile",NA,120
2025-05-24,"wk inc flu hosp",2025-03-22,"20",2,"quantile",NA,120
2025-05-24,"wk inc flu hosp",2025-03-22,"20",3,"quantile",NA,120
2025-05-24,"wk inc flu hosp",2025-03-22,"21",0,"quantile",NA,370
2025-05-24,"wk inc flu hosp",2025-03-22,"21",1,"quantile",NA,370
2025-05-24,"wk inc flu hosp",2025-03-22,"21",2,"quantile",NA,370
2025-05-24,"wk inc flu hosp",2025-03-22,"21",3,"quantile",NA,370
2025-05-24,"wk inc flu hosp",2025-03-22,"22",0,"quantile",NA,241
2025-05-24,"wk inc flu hosp",2025-03-22,"22",1,"quantile",NA,241
2025-05-24,"wk inc flu hosp",2025-03-22,"22",2,"quantile",NA,241
2025-05-24,"wk inc flu hosp",2025-03-22,"22",3,"quantile",NA,241
2025-05-24,"wk inc flu hosp",2025-03-22,"23",0,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"23",1,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"23",2,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"23",3,"quantile",NA,83
2025-05-24,"wk inc flu hosp",2025-03-22,"24",0,"quantile",NA,210
2025-05-24,"wk inc flu hosp",2025-03-22,"24",1,"quantile",NA,210
2025-05-24,"wk inc flu hosp",2025-03-22,"24",2,"quantile",NA,210
2025-05-24,"wk inc flu hosp",2025-03-22,"24",3,"quantile",NA,210
2025-05-24,"wk inc flu hosp",2025-03-22,"25",0,"quantile",NA,299
2025-05-24,"wk inc flu hosp",2025-03-22,"25",1,"quantile",NA,299
2025-05-24,"wk inc flu hosp",2025-03-22,"25",2,"quantile",NA,299
2025-05-24,"wk inc flu hosp",2025-03-22,"25",3,"quantile",NA,299
2025-05-24,"wk inc flu hosp",2025-03-22,"26",0,"quantile",NA,793
2025-05-24,"wk inc flu hosp",2025-03-22,"26",1,"quantile",NA,793
2025-05-24,"wk inc flu hosp",2025-03-22,"26",2,"quantile",NA,793
2025-05-24,"wk inc flu hosp",2025-03-22,"26",3,"quantile",NA,793
2025-05-24,"wk inc flu hosp",2025-03-22,"27",0,"quantile",NA,182
